,id,compas_screening_date,sex,dob,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,r_offense_date,r_jail_in,r_jail_out,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,decile_score.1,score_text,screening_date,v_type_of_assessment,v_decile_score,v_score_text,v_screening_date,in_custody,out_custody,priors_count.1,start,end,event
4648,7105,20140805,Male,19880812,27,25 - 45,African-American,0,10,0,0,15,-1.0,20140804.0,20140903.0,20140804.0,,1.0,F,1,(F3),1.0,20151009.0,20151010.0,20151010.0,,0,,Risk of Recidivism,10,High,20140805,Risk of Violence,5,Medium,20140805,20140804.0,20140903.0,15,29,430,1
4649,7107,20131024,Male,19870626,28,25 - 45,African-American,0,5,0,0,10,-20.0,20131004.0,20131024.0,20131004.0,,20.0,F,1,(F3),0.0,20131210.0,20131210.0,20150905.0,,0,,Risk of Recidivism,5,Medium,20131024,Risk of Violence,3,Low,20131024,20131210.0,20150905.0,10,0,47,1
4650,7108,20140804,Male,19830312,33,25 - 45,African-American,0,5,0,0,15,,,,,20120730.0,735.0,M,1,(M1),,20140823.0,,,,0,,Risk of Recidivism,5,Medium,20140804,Risk of Violence,2,Low,20140804,,,15,0,19,1
4651,7109,20130205,Male,19610109,55,Greater than 45,Caucasian,0,5,0,0,0,-1.0,20130204.0,20130205.0,20130204.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130205,Risk of Violence,1,Low,20130205,20130204.0,20130205.0,0,0,1151,0
4652,7110,20131004,Male,19900819,25,25 - 45,Caucasian,0,4,0,1,1,,,,20111212.0,,662.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20131004,Risk of Violence,6,Medium,20131004,,,1,0,910,0
4653,7111,20130212,Male,19690303,47,Greater than 45,Caucasian,0,3,0,0,3,-1.0,20130211.0,20130224.0,20130211.0,,1.0,M,1,(M2),,20130909.0,,,,0,,Risk of Recidivism,3,Low,20130212,Risk of Violence,2,Low,20130212,20130211.0,20130224.0,3,12,209,1
4654,7112,20140817,Male,19600724,55,Greater than 45,African-American,0,7,0,0,10,-1.0,20140816.0,20140820.0,20140816.0,,1.0,M,1,(F3),0.0,20140911.0,20140911.0,20150226.0,,1,(F3),Risk of Recidivism,7,Medium,20140817,Risk of Violence,4,Low,20140817,20140911.0,20150226.0,10,3,25,1
4655,7114,20130111,Male,19930422,22,Less than 25,African-American,0,3,0,0,0,-1.0,20130110.0,20130111.0,20130110.0,,1.0,F,1,(F3),0.0,20130321.0,20130321.0,20130515.0,,0,,Risk of Recidivism,3,Low,20130111,Risk of Violence,5,Medium,20130111,20130321.0,20130515.0,0,0,69,1
4656,7116,20130801,Male,19830831,32,25 - 45,African-American,0,8,0,0,9,-1.0,20130731.0,20131120.0,20130731.0,,1.0,F,1,(M2),,20160303.0,,,,0,,Risk of Recidivism,8,High,20130801,Risk of Violence,8,High,20130801,20130731.0,20131120.0,9,111,945,1
4657,7117,20130119,Male,19600806,55,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20130118.0,20130119.0,20130118.0,,1.0,F,1,(M2),,20160209.0,,,,0,,Risk of Recidivism,1,Low,20130119,Risk of Violence,1,Low,20130119,20130118.0,20130119.0,0,0,1116,1
4658,7119,20130815,Male,19920526,23,Less than 25,African-American,0,5,0,0,3,0.0,20130815.0,20130821.0,20130814.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130815,Risk of Violence,6,Medium,20130815,20130815.0,20130821.0,3,6,960,0
4659,7120,20130205,Male,19620210,54,Greater than 45,Caucasian,0,4,0,0,2,-29.0,20130107.0,20130205.0,,20130107.0,29.0,F,1,(F3),1.0,20131025.0,20131026.0,20131205.0,,1,(F3),Risk of Recidivism,4,Low,20130205,Risk of Violence,2,Low,20130205,20131026.0,20131205.0,2,0,262,1
4660,7121,20130404,Male,19750607,40,25 - 45,Asian,0,1,0,0,0,-1.0,20130403.0,20130423.0,20130403.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130404,Risk of Violence,1,Low,20130404,20130403.0,20130423.0,0,19,1093,0
4661,7123,20140116,Male,19880603,27,25 - 45,African-American,0,2,0,0,0,-1.0,20140115.0,20140116.0,20140115.0,,1.0,M,1,(F2),120.0,20150410.0,20150808.0,20150809.0,,1,(F2),Risk of Recidivism,2,Low,20140116,Risk of Violence,3,Low,20140116,20151002.0,20151010.0,0,0,449,1
4662,7124,20130628,Male,19790428,36,25 - 45,Caucasian,0,1,0,0,4,85.0,20130921.0,20131003.0,20130222.0,,126.0,M,1,(F3),0.0,20131008.0,20131008.0,20140522.0,,1,(F3),Risk of Recidivism,1,Low,20130628,Risk of Violence,1,Low,20130628,20130921.0,20131003.0,4,0,85,0
4663,7125,20130318,Female,19860603,29,25 - 45,African-American,0,7,0,0,5,0.0,20130318.0,20130319.0,20130317.0,,1.0,F,1,(M1),0.0,20160301.0,20160301.0,20160302.0,,0,,Risk of Recidivism,7,Medium,20130318,Risk of Violence,3,Low,20130318,20160301.0,20160302.0,5,1,1079,1
4664,7126,20140330,Female,19710415,45,Greater than 45,Caucasian,0,1,0,0,0,-1.0,20140329.0,20140330.0,20140329.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20140330,Risk of Violence,1,Low,20140330,20140329.0,20140330.0,0,0,733,0
4665,7127,20130521,Male,19910227,25,25 - 45,Other,0,6,0,0,2,-1.0,20130520.0,20130723.0,20130520.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130521,Risk of Violence,6,Medium,20130521,20130520.0,20130723.0,2,63,1046,0
4666,7130,20131112,Male,19751207,40,25 - 45,Caucasian,0,3,0,0,4,-1.0,20131111.0,20131214.0,20131111.0,,1.0,F,1,(M1),0.0,20150221.0,20150221.0,20150222.0,,1,(M1),Risk of Recidivism,3,Low,20131112,Risk of Violence,5,Medium,20131112,20150221.0,20150222.0,4,32,466,1
4667,7131,20130825,Male,19771127,38,25 - 45,African-American,0,4,0,0,7,-1.0,20130824.0,20130831.0,,20130824.0,1.0,F,1,(F3),81.0,20140616.0,20140905.0,20140906.0,,1,(F3),Risk of Recidivism,4,Low,20130825,Risk of Violence,4,Low,20130825,20131105.0,20131120.0,7,6,72,0
4668,7135,20130710,Male,19580707,57,Greater than 45,Caucasian,0,4,0,0,3,-176.0,20130115.0,20130215.0,20130115.0,,176.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20130710,Risk of Violence,2,Low,20130710,20130115.0,20130215.0,3,0,996,0
4669,7136,20140624,Male,19890511,26,25 - 45,African-American,0,10,0,0,3,0.0,20140624.0,20140707.0,20140624.0,,0.0,F,1,(F3),0.0,20140813.0,20140813.0,20140911.0,,1,(F3),Risk of Recidivism,10,High,20140624,Risk of Violence,8,High,20140624,20140813.0,20140911.0,3,13,50,1
4670,7139,20130619,Female,19780715,37,25 - 45,African-American,0,1,0,0,0,-1.0,20130618.0,20130619.0,20130618.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130619,Risk of Violence,1,Low,20130619,20130618.0,20130619.0,0,0,1017,0
4671,7140,20140911,Female,19740120,42,25 - 45,African-American,0,6,0,0,0,,,,,,,M,1,(M2),0.0,20150928.0,20150928.0,20150929.0,,0,,Risk of Recidivism,6,Medium,20140911,Risk of Violence,2,Low,20140911,20150928.0,20150929.0,0,0,382,1
4672,7141,20140319,Male,19750325,41,25 - 45,Caucasian,0,1,0,0,1,-1.0,20140318.0,20140319.0,20140318.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20140319,Risk of Violence,1,Low,20140319,20140318.0,20140319.0,1,0,744,0
4673,7142,20131122,Female,19820517,33,25 - 45,Other,0,2,0,0,0,-1.0,20131121.0,20131122.0,20131121.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20131122,Risk of Violence,1,Low,20131122,20150111.0,20150307.0,0,0,415,0
4674,7143,20130207,Male,19590324,57,Greater than 45,African-American,0,1,0,0,1,-1.0,20130206.0,20130207.0,,20130206.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130207,Risk of Violence,1,Low,20130207,20130206.0,20130207.0,1,0,1149,0
4675,7144,20130209,Male,19820208,34,25 - 45,African-American,0,9,0,0,3,-1.0,20130208.0,20130209.0,,20130208.0,1.0,M,0,,,,,,,0,,Risk of Recidivism,9,High,20130209,Risk of Violence,7,Medium,20130209,20160112.0,20160113.0,3,0,1067,0
4676,7145,20130525,Male,19860709,29,25 - 45,African-American,0,4,0,0,1,-1.0,20130524.0,20130525.0,20130524.0,,1.0,F,1,(M1),,20140427.0,,,,1,(M1),Risk of Recidivism,4,Low,20130525,Risk of Violence,5,Medium,20130525,20130524.0,20130525.0,1,0,337,1
4677,7148,20130128,Male,19701016,45,Greater than 45,Hispanic,0,7,0,0,8,0.0,20130128.0,20130129.0,20130127.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130128,Risk of Violence,5,Medium,20130128,20130128.0,20130129.0,8,1,1159,0
4678,7149,20130125,Male,19930604,22,Less than 25,Caucasian,0,4,0,0,1,-8.0,20130117.0,20130125.0,20130116.0,,9.0,F,1,(M2),,20150216.0,,,,0,,Risk of Recidivism,4,Low,20130125,Risk of Violence,5,Medium,20130125,20130531.0,20130611.0,1,0,126,0
4679,7150,20130528,Female,19940114,22,Less than 25,African-American,0,8,0,0,0,-1.0,20130527.0,20130528.0,20130527.0,,1.0,M,1,(M2),83.0,20140611.0,20140902.0,20140903.0,,0,,Risk of Recidivism,8,High,20130528,Risk of Violence,9,High,20130528,20150330.0,20150717.0,0,0,379,1
4680,7151,20131106,Male,19730828,42,25 - 45,African-American,0,9,1,0,5,186.0,20140511.0,20140511.0,,20130418.0,202.0,F,1,(M1),0.0,20140511.0,20140511.0,20140511.0,,0,,Risk of Recidivism,9,High,20131106,Risk of Violence,5,Medium,20131106,20140511.0,20140511.0,5,0,186,0
4681,7153,20140215,Male,19941008,21,Less than 25,African-American,0,4,0,0,0,-1.0,20140214.0,20140331.0,20140214.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140215,Risk of Violence,6,Medium,20140215,20140214.0,20140331.0,0,44,776,0
4682,7154,20130203,Male,19591105,56,Greater than 45,Caucasian,0,1,0,0,1,-1.0,20130202.0,20130203.0,20130202.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130203,Risk of Violence,1,Low,20130203,20130202.0,20130203.0,1,0,1153,0
4683,7156,20130104,Male,19671117,48,Greater than 45,African-American,0,3,0,0,4,-1.0,20130103.0,20130104.0,20130103.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130104,Risk of Violence,3,Low,20130104,20130103.0,20130104.0,4,0,1183,0
4684,7157,20140309,Male,19880710,27,25 - 45,Hispanic,0,2,0,0,1,-1.0,20140308.0,20140309.0,20140308.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20140309,Risk of Violence,2,Low,20140309,20140308.0,20140309.0,1,0,754,0
4685,7158,20131120,Male,19881224,27,25 - 45,Caucasian,0,6,0,0,2,-1.0,20131119.0,20131126.0,20131119.0,,1.0,F,1,(M2),,20140205.0,,,,0,,Risk of Recidivism,6,Medium,20131120,Risk of Violence,3,Low,20131120,20131119.0,20131126.0,2,6,77,1
4686,7159,20130924,Male,19811228,34,25 - 45,Hispanic,0,2,0,0,1,-1.0,20130923.0,20130927.0,20130923.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20130924,Risk of Violence,2,Low,20130924,20140917.0,20141107.0,1,3,358,0
4687,7160,20140420,Male,19930215,23,Less than 25,African-American,0,6,0,1,5,0.0,20140420.0,20140421.0,20140419.0,,1.0,F,1,(M1),0.0,20141123.0,20141123.0,20141123.0,,0,,Risk of Recidivism,6,Medium,20140420,Risk of Violence,5,Medium,20140420,20141123.0,20141123.0,5,1,217,0
4688,7162,20131130,Male,19680809,47,Greater than 45,African-American,0,5,0,0,3,0.0,20131130.0,20131211.0,,20131130.0,0.0,F,1,(F3),,20140106.0,,,,0,,Risk of Recidivism,5,Medium,20131130,Risk of Violence,9,High,20131130,20131130.0,20131211.0,3,11,37,1
4689,7163,20130127,Male,19821004,33,25 - 45,African-American,0,3,1,0,6,-1.0,20130126.0,20130128.0,,20130126.0,1.0,M,1,(M1),0.0,20140611.0,20140611.0,20140613.0,,1,(M1),Risk of Recidivism,3,Low,20130127,Risk of Violence,3,Low,20130127,20140611.0,20140613.0,6,1,500,1
4690,7164,20130330,Male,19570726,58,Greater than 45,Caucasian,0,1,0,0,1,-1.0,20130329.0,20130331.0,20040101.0,,3376.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130330,Risk of Violence,1,Low,20130330,20130329.0,20130331.0,1,1,1098,0
4691,7166,20130722,Female,19820715,33,25 - 45,African-American,0,5,0,0,1,-3.0,20130719.0,20130720.0,20130719.0,,3.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130722,Risk of Violence,2,Low,20130722,20130719.0,20130720.0,1,0,984,0
4692,7167,20130128,Female,19750816,40,25 - 45,African-American,0,5,0,0,2,-1.0,20130127.0,20130508.0,20130127.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,5,Medium,20130128,Risk of Violence,1,Low,20130128,20130127.0,20130508.0,2,100,1159,0
4693,7170,20130219,Male,19940316,22,Less than 25,Caucasian,0,5,0,0,0,0.0,20130219.0,20130220.0,20130219.0,,0.0,F,1,(F3),,20150724.0,,,,1,(F3),Risk of Recidivism,5,Medium,20130219,Risk of Violence,6,Medium,20130219,20130219.0,20130220.0,0,1,885,1
4694,7171,20130315,Male,19760918,39,25 - 45,Caucasian,0,3,0,0,2,-1.0,20130314.0,20130322.0,,20130314.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,3,Low,20130315,Risk of Violence,1,Low,20130315,20140701.0,20140716.0,2,7,473,0
4695,7173,20140331,Male,19860105,30,25 - 45,Other,0,8,0,0,2,,,,20090121.0,,1895.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20140331,Risk of Violence,4,Low,20140331,,,2,0,732,0
4696,7175,20130529,Female,19920522,23,Less than 25,African-American,0,8,0,0,3,-37.0,20130422.0,20130529.0,20130422.0,,37.0,F,1,(F3),0.0,20160301.0,20160301.0,20160302.0,,0,,Risk of Recidivism,8,High,20130529,Risk of Violence,7,Medium,20130529,20131202.0,20140214.0,3,0,187,0
4697,7176,20130527,Male,19810206,35,25 - 45,Caucasian,0,1,0,1,1,0.0,20130527.0,20130527.0,20130526.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130527,Risk of Violence,1,Low,20130527,20130527.0,20130527.0,1,0,1040,0
4698,7177,20130507,Male,19940210,22,Less than 25,Hispanic,0,2,0,0,0,-1.0,20130506.0,20130507.0,20130506.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,2,Low,20130507,Risk of Violence,5,Medium,20130507,20130506.0,20130507.0,0,0,1060,0
4699,7178,20140226,Male,19720723,43,25 - 45,African-American,0,6,0,0,7,-1.0,20140225.0,20140227.0,20140225.0,,1.0,F,1,(M2),19.0,20140525.0,20140613.0,20140711.0,,0,,Risk of Recidivism,6,Medium,20140226,Risk of Violence,7,Medium,20140226,20140225.0,20140227.0,7,1,88,1
4700,7180,20130810,Male,19790112,37,25 - 45,Hispanic,0,4,0,0,4,-1.0,20130809.0,20130810.0,20130809.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130810,Risk of Violence,3,Low,20130810,20130809.0,20130810.0,4,0,965,0
4701,7183,20140212,Male,19771010,38,25 - 45,African-American,1,8,0,4,14,,,,,20110725.0,933.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20140212,Risk of Violence,4,Low,20140212,,,14,0,779,0
4702,7184,20130426,Male,19900115,26,25 - 45,African-American,0,8,0,0,2,-1.0,20130425.0,20130426.0,20130425.0,,1.0,F,1,(M2),36.0,20130601.0,20130707.0,20130719.0,,0,,Risk of Recidivism,8,High,20130426,Risk of Violence,8,High,20130426,20150401.0,20150402.0,2,0,36,1
4703,7185,20140330,Male,19560302,60,Greater than 45,Hispanic,0,4,0,0,0,-1.0,20140329.0,20140330.0,20140329.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20140330,Risk of Violence,1,Low,20140330,20140329.0,20140330.0,0,0,733,0
4704,7186,20140123,Female,19770128,39,25 - 45,Caucasian,0,4,0,0,1,-1.0,20140122.0,20140129.0,,20140122.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20140123,Risk of Violence,4,Low,20140123,20140122.0,20140129.0,1,6,799,0
4705,7187,20141123,Male,19791104,36,25 - 45,African-American,0,8,0,1,16,-1.0,20141122.0,20141123.0,20141122.0,,1.0,M,1,(M1),0.0,20160217.0,20160217.0,20160218.0,,0,,Risk of Recidivism,8,High,20141123,Risk of Violence,3,Low,20141123,20160217.0,20160218.0,16,0,451,1
4706,7188,20130530,Male,19900711,25,25 - 45,African-American,0,4,0,0,1,,,,,20121216.0,165.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130530,Risk of Violence,3,Low,20130530,20150604.0,20160124.0,1,0,735,0
4707,7189,20130527,Male,19941120,21,Less than 25,Caucasian,0,4,0,0,0,-1.0,20130526.0,20130527.0,20130526.0,,1.0,M,1,(M1),0.0,20140111.0,20140111.0,20140111.0,,0,,Risk of Recidivism,4,Low,20130527,Risk of Violence,7,Medium,20130527,20140111.0,20140111.0,0,0,229,0
4708,7190,20141222,Female,19870924,28,25 - 45,Hispanic,0,3,0,0,1,-1.0,20141221.0,20141222.0,20141221.0,,1.0,F,1,(M2),,20150112.0,,,,0,,Risk of Recidivism,3,Low,20141222,Risk of Violence,3,Low,20141222,20141221.0,20141222.0,1,0,21,1
4709,7192,20130419,Female,19451024,70,Greater than 45,Other,0,1,0,0,0,-1.0,20130418.0,20130419.0,20130418.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130419,Risk of Violence,1,Low,20130419,20130418.0,20130419.0,0,0,1078,0
4710,7194,20130215,Male,19901224,25,25 - 45,African-American,0,9,0,0,3,,,,,20120515.0,276.0,M,1,(M1),,20140314.0,,,,0,,Risk of Recidivism,9,High,20130215,Risk of Violence,5,Medium,20130215,,,3,0,392,1
4711,7196,20130813,Male,19620717,53,Greater than 45,African-American,0,2,0,0,6,-1.0,20130812.0,20130813.0,,20130812.0,1.0,F,1,(M2),139.0,20151030.0,20160317.0,20160318.0,,0,,Risk of Recidivism,2,Low,20130813,Risk of Violence,2,Low,20130813,20160317.0,20160318.0,6,0,808,1
4712,7197,20130305,Male,19790321,37,25 - 45,Caucasian,0,6,0,0,0,-5.0,20130228.0,20130301.0,20130228.0,,5.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130305,Risk of Violence,3,Low,20130305,20131218.0,20140108.0,0,0,288,0
4713,7198,20140108,Male,19940915,21,Less than 25,African-American,0,6,0,0,1,-1.0,20140107.0,20140109.0,20140107.0,,1.0,F,1,(M1),116.0,20140801.0,20141125.0,20141125.0,,0,,Risk of Recidivism,6,Medium,20140108,Risk of Violence,6,Medium,20140108,20140107.0,20140109.0,1,1,205,1
4714,7199,20131028,Male,19880107,28,25 - 45,African-American,0,6,0,0,1,-1.0,20131027.0,20131028.0,20131027.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20131028,Risk of Violence,4,Low,20131028,20131027.0,20131028.0,1,0,886,0
4715,7200,20130220,Male,19940627,21,Less than 25,African-American,0,6,0,0,1,-1.0,20130219.0,20130726.0,,20130219.0,1.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130220,Risk of Violence,7,Medium,20130220,20130219.0,20130726.0,1,156,1136,0
4716,7202,20130911,Male,19840105,32,25 - 45,African-American,0,10,0,0,2,,,,,20100520.0,1210.0,F,0,,,,,,,0,,Risk of Recidivism,10,High,20130911,Risk of Violence,10,High,20130911,20070731.0,20090213.0,2,0,933,0
4717,7203,20130501,Male,19590915,56,Greater than 45,African-American,0,1,0,0,0,-1.0,20130430.0,20130506.0,20130430.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130501,Risk of Violence,2,Low,20130501,20130430.0,20130506.0,0,5,1066,0
4718,7204,20140309,Male,19851120,30,25 - 45,Caucasian,0,3,0,0,3,-1.0,20140308.0,20140309.0,20140308.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,3,Low,20140309,Risk of Violence,2,Low,20140309,20140308.0,20140309.0,3,0,754,0
4719,7205,20140210,Male,19880728,27,25 - 45,Caucasian,0,8,0,0,0,-1.0,20140209.0,20140328.0,20140208.0,,2.0,F,1,(M1),0.0,20150308.0,20150308.0,20150903.0,,0,,Risk of Recidivism,8,High,20140210,Risk of Violence,5,Medium,20140210,20141203.0,20150106.0,0,46,296,0
4720,7206,20130425,Male,19780707,37,25 - 45,Hispanic,0,2,0,0,6,-1.0,20130424.0,20130425.0,20130424.0,,1.0,F,1,(M2),0.0,20130910.0,20130910.0,20130912.0,,0,,Risk of Recidivism,2,Low,20130425,Risk of Violence,2,Low,20130425,20130910.0,20130912.0,6,0,138,1
4721,7210,20130202,Male,19880807,27,25 - 45,African-American,0,8,0,0,1,-1.0,20130201.0,20130203.0,20130201.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,8,High,20130202,Risk of Violence,9,High,20130202,20151230.0,20200101.0,1,1,1061,0
4722,7211,20131031,Male,19741203,41,25 - 45,African-American,0,7,0,1,7,0.0,20131031.0,20131101.0,20131030.0,,1.0,M,1,(M1),0.0,20140213.0,20140213.0,20140221.0,,1,(F7),Risk of Recidivism,7,Medium,20131031,Risk of Violence,3,Low,20131031,20140213.0,20140221.0,7,1,105,1
4723,7214,20141010,Female,19860228,30,25 - 45,African-American,0,3,0,0,7,-1.0,20141009.0,20141010.0,20141009.0,,1.0,M,1,(M2),,20150118.0,,,,0,,Risk of Recidivism,3,Low,20141010,Risk of Violence,2,Low,20141010,20141009.0,20141010.0,7,0,100,1
4724,7216,20140304,Male,19831115,32,25 - 45,African-American,0,8,1,3,7,-1.0,20140303.0,20140304.0,20140303.0,,1.0,F,1,(M1),0.0,20141005.0,20141005.0,20141006.0,,1,(F3),Risk of Recidivism,8,High,20140304,Risk of Violence,6,Medium,20140304,20140417.0,20140418.0,7,0,44,0
4725,7217,20140226,Male,19891014,26,25 - 45,Caucasian,0,5,0,0,7,-126.0,20131023.0,20131024.0,,20131023.0,126.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20140226,Risk of Violence,3,Low,20140226,20131023.0,20131024.0,7,0,765,0
4726,7218,20130220,Male,19840925,31,25 - 45,African-American,0,4,0,0,0,,,,20130220.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20130220,Risk of Violence,2,Low,20130220,,,0,0,1136,0
4727,7219,20130401,Male,19831013,32,25 - 45,African-American,0,4,0,0,3,-1.0,20130331.0,20130401.0,20130331.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,4,Low,20130401,Risk of Violence,5,Medium,20130401,20150504.0,20150625.0,3,0,763,0
4728,7222,20141030,Female,19820404,34,25 - 45,Caucasian,0,5,0,0,5,-22.0,20141008.0,20141009.0,20141008.0,,22.0,F,1,(F3),0.0,20150616.0,20150616.0,20150819.0,,0,,Risk of Recidivism,5,Medium,20141030,Risk of Violence,1,Low,20141030,20150616.0,20150819.0,5,0,229,1
4729,7223,20130513,Male,19700310,46,Greater than 45,African-American,0,1,0,0,3,-1.0,20130512.0,20130514.0,20130512.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130513,Risk of Violence,1,Low,20130513,20130512.0,20130514.0,3,1,1054,0
4730,7224,20140825,Male,19911010,24,Less than 25,African-American,0,3,0,0,1,-1.0,20140824.0,20140825.0,20140824.0,,1.0,F,1,(M2),,20150810.0,,,,1,(M1),Risk of Recidivism,3,Low,20140825,Risk of Violence,3,Low,20140825,20160215.0,20160216.0,1,0,350,1
4731,7225,20130124,Male,19831016,32,25 - 45,African-American,0,6,0,1,7,-1.0,20130123.0,20130315.0,20130123.0,,1.0,F,1,(M1),,20140131.0,,,,0,,Risk of Recidivism,6,Medium,20130124,Risk of Violence,7,Medium,20130124,20131102.0,20131106.0,7,50,282,0
4732,7226,20131102,Male,19720628,43,25 - 45,Caucasian,0,4,0,0,6,-1.0,20131101.0,20131111.0,20131101.0,,1.0,F,1,(M2),0.0,20131119.0,20131119.0,20140306.0,,0,,Risk of Recidivism,4,Low,20131102,Risk of Violence,1,Low,20131102,20131119.0,20140306.0,6,9,17,1
4733,7227,20131123,Male,19650820,50,Greater than 45,Caucasian,0,2,0,0,3,-1.0,20131122.0,20131204.0,20131122.0,,1.0,F,0,,,,,,,0,,Risk of Recidivism,2,Low,20131123,Risk of Violence,1,Low,20131123,20131122.0,20131204.0,3,11,860,0
4734,7228,20130310,Male,19850808,30,25 - 45,Caucasian,3,4,0,0,4,0.0,20130310.0,20130614.0,20130310.0,,0.0,F,1,(M2),,20140315.0,,,,0,,Risk of Recidivism,4,Low,20130310,Risk of Violence,4,Low,20130310,20130310.0,20130614.0,4,96,370,1
4735,7231,20130524,Male,19790405,37,25 - 45,African-American,0,7,0,0,3,-1.0,20130523.0,20130524.0,20130523.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,7,Medium,20130524,Risk of Violence,3,Low,20130524,20130523.0,20130524.0,3,0,1043,0
4736,7233,20130821,Male,19840717,31,25 - 45,African-American,1,9,1,1,12,82.0,20131111.0,20140829.0,,20120614.0,433.0,F,1,(M1),0.0,20131111.0,20131111.0,20140829.0,,0,,Risk of Recidivism,9,High,20130821,Risk of Violence,7,Medium,20130821,20131111.0,20140829.0,12,0,82,1
4737,7234,20140225,Male,19780612,37,25 - 45,Hispanic,0,5,0,0,1,0.0,20140225.0,20140227.0,20140225.0,,0.0,F,0,,,,,,,0,,Risk of Recidivism,5,Medium,20140225,Risk of Violence,1,Low,20140225,20140225.0,20140227.0,1,2,766,0
4738,7235,20130515,Male,19941105,21,Less than 25,Caucasian,0,6,0,0,1,-43.0,20130402.0,20130429.0,20130402.0,,43.0,F,0,,,,,,,0,,Risk of Recidivism,6,Medium,20130515,Risk of Violence,9,High,20130515,20140307.0,20140316.0,1,0,296,0
4739,7236,20130805,Male,19400929,75,Greater than 45,Hispanic,0,1,0,0,1,-112.0,20130415.0,20130726.0,,20130416.0,111.0,F,0,,,,,,,0,,Risk of Recidivism,1,Low,20130805,Risk of Violence,1,Low,20130805,20130415.0,20130726.0,1,0,970,0
4740,7237,20140110,Male,19750428,40,25 - 45,Caucasian,0,4,0,0,3,0.0,20140110.0,20140219.0,20140110.0,,0.0,M,0,,,,,,,0,,Risk of Recidivism,4,Low,20140110,Risk of Violence,3,Low,20140110,20140110.0,20140219.0,3,40,812,0
4741,7238,20130118,Female,19621120,53,Greater than 45,Caucasian,0,1,0,0,0,0.0,20130118.0,20130118.0,20130117.0,,1.0,M,0,,,,,,,0,,Risk of Recidivism,1,Low,20130118,Risk of Violence,1,Low,20130118,20130118.0,20130118.0,0,0,1169,0
4742,7239,20131101,Male,19841018,31,25 - 45,Other,0,2,0,0,6,-1.0,20131031.0,20131101.0,20131030.0,,2.0,M,1,(M2),,20140510.0,,,,0,,Risk of Recidivism,2,Low,20131101,Risk of Violence,2,Low,20131101,20131031.0,20131101.0,6,0,190,1
