@relation none
@attribute id integer
@attribute compas_screening_date integer
@attribute sex string
@attribute dob integer
@attribute age integer
@attribute age_cat string
@attribute race string
@attribute juv_fel_count integer
@attribute decile_score integer
@attribute juv_misd_count integer
@attribute juv_other_count integer
@attribute priors_count integer
@attribute days_b_screening_arrest real
@attribute c_jail_in real
@attribute c_jail_out real
@attribute c_offense_date real
@attribute c_arrest_date real
@attribute c_days_from_compas real
@attribute c_charge_degree string
@attribute c_charge_desc string
@attribute is_recid integer
@attribute r_charge_degree string
@attribute r_days_from_arrest real
@attribute r_offense_date real
@attribute r_charge_desc string
@attribute r_jail_in real
@attribute r_jail_out real
@attribute violent_recid real
@attribute is_violent_recid integer
@attribute vr_charge_degree string
@attribute type_of_assessment string
@attribute decile_score.1 integer
@attribute score_text string
@attribute screening_date integer
@attribute v_type_of_assessment string
@attribute v_decile_score integer
@attribute v_score_text string
@attribute v_screening_date integer
@attribute in_custody real
@attribute out_custody real
@attribute priors_count.1 integer
@attribute start integer
@attribute end integer
@attribute event integer
@attribute two_year_recid string
@data
5953,20130906,'Male',19621223,53,'Greater than 45','Hispanic',0,2,0,0,18,0.0,20130906.0,20130907.0,20132323.86044592,20130906.0,0.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130906,'Risk of Violence',1,'Low',20130906,20130906.0,20130907.0,18,1,938,0,'0'
5954,20140326,'Male',19601015,55,'Greater than 45','Hispanic',0,1,0,0,0,-7.0,20140319.0,20140325.0,20140319.0,20129338.55233069,7.0,'M','Viol Injunct Domestic Violence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140326,'Risk of Violence',1,'Low',20140326,20140319.0,20140325.0,0,0,737,0,'0'
5955,20140326,'Male',19790815,36,'25 - 45','Caucasian',0,6,0,0,4,3.304763283625308,20133664.740987405,20134070.9431012,20121216.0,20129338.55233069,465.0,'M','Driving Under The Influence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20140326,'Risk of Violence',4,'Low',20140326,20080422.0,20090201.0,4,0,737,0,'0'
5957,20131025,'Male',19860223,30,'25 - 45','Other',0,9,0,0,6,-1.0,20131024.0,20131111.0,20131024.0,20129338.55233069,1.0,'F','Aggravated Assault W/Dead Weap',1,'(M1)',0.0,20140105.0,'Battery',20140105.0,20140204.0,nan,1,'(M1)','Risk of Recidivism',9,'High',20131025,'Risk of Violence',7,'Medium',20131025,20140105.0,20140204.0,6,17,72,1,'1'
5958,20140731,'Male',19940715,21,'Less than 25','African-American',0,7,0,0,1,-15.0,20140716.0,20140731.0,20132323.86044592,20140716.0,15.0,'F','arrest case no charge',1,'(M2)',0.0,20151010.0,'Operating W/O Valid License',20151010.0,20151125.0,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20140731,'Risk of Violence',8,'High',20140731,20140829.0,20150110.0,1,0,29,0,'1'
5960,20131207,'Male',19600605,55,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20131206.0,20131207.0,20131206.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131207,'Risk of Violence',1,'Low',20131207,20131206.0,20131207.0,0,0,846,0,'0'
5963,20130216,'Male',19930504,22,'Less than 25','Caucasian',0,3,0,0,1,-1.0,20130215.0,20130216.0,20132323.86044592,20130215.0,1.0,'F','arrest case no charge',1,'(F3)',19.0,20130225.0,'False Ownership Info/Pawn Item',20130316.0,20130423.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130216,'Risk of Violence',5,'Medium',20130216,20150408.0,20150409.0,1,0,9,1,'1'
5964,20130305,'Female',19930214,23,'Less than 25','African-American',0,3,0,0,1,-6.0,20130227.0,20130228.0,20132323.86044592,20130227.0,6.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130305,'Risk of Violence',4,'Low',20130305,20130227.0,20130228.0,1,0,1123,0,'0'
5965,20130725,'Female',19910725,24,'Less than 25','Caucasian',0,8,0,1,7,-125.0,20130322.0,20130725.0,20132323.86044592,20130617.0,38.0,'M','arrest case no charge',1,'(M2)',0.0,20131230.0,'Susp Drivers Lic 1st Offense',20131230.0,20131231.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130725,'Risk of Violence',7,'Medium',20130725,20131230.0,20131231.0,7,0,158,1,'1'
5967,20130402,'Female',19760306,40,'25 - 45','African-American',0,10,0,0,13,752.0,20150424.0,20150810.0,20121120.0,20129338.55233069,133.0,'F','Possession of Cocaine',1,'(F3)',20.269430051813472,20130503.0,'Possession of Cocaine',20142328.04015544,20143381.623488773,nan,1,'(F3)','Risk of Recidivism',10,'High',20130402,'Risk of Violence',9,'High',20130402,20160124.0,20160220.0,13,0,31,1,'1'
5968,20140212,'Male',19590316,57,'Greater than 45','Caucasian',0,4,0,0,9,-1.0,20140211.0,20140411.0,20140211.0,20129338.55233069,1.0,'F','Possession of Cocaine',1,'(M1)',0.0,20140805.0,'Trespass Other Struct/Convey',20140805.0,20141014.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20140212,'Risk of Violence',1,'Low',20140212,20140805.0,20141014.0,9,58,174,1,'1'
5969,20130930,'Male',19820729,33,'25 - 45','Caucasian',0,3,0,0,0,-2.0,20130928.0,20130929.0,20130928.0,20129338.55233069,2.0,'M','Carrying A Concealed Weapon',1,'(M1)',0.0,20150518.0,'Possess Drug Paraphernalia',20150518.0,20150522.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130930,'Risk of Violence',2,'Low',20130930,20150518.0,20150522.0,0,0,595,1,'1'
5970,20130529,'Male',19831106,32,'25 - 45','Caucasian',0,1,0,0,2,0.0,20130529.0,20130530.0,20130529.0,20129338.55233069,0.0,'F','Aggravated Assault W/dead Weap',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130529,'Risk of Violence',1,'Low',20130529,20131014.0,20131015.0,2,1,138,0,'0'
5971,20130909,'Male',19690206,47,'Greater than 45','Caucasian',0,2,0,0,3,-1.0,20130908.0,20130921.0,20132323.86044592,20130908.0,1.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130909,'Risk of Violence',1,'Low',20130909,20140421.0,20140617.0,3,12,224,0,'0'
5973,20130627,'Male',19640614,51,'Greater than 45','Caucasian',0,1,0,0,6,11.0,20130708.0,20130727.0,20130525.0,20129338.55233069,33.0,'M','Viol Injunct Domestic Violence',1,'(F3)',0.0,20131009.0,'Use Computer for Child Exploit',20131009.0,20141126.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130627,'Risk of Violence',1,'Low',20130627,20130708.0,20130727.0,6,0,11,0,'1'
5974,20130809,'Male',19930814,22,'Less than 25','African-American',0,6,1,0,1,-1.0,20130808.0,20130809.0,20130808.0,20129338.55233069,1.0,'F','Burglary Dwelling Occupied',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130809,'Risk of Violence',7,'Medium',20130809,20130808.0,20130809.0,1,0,966,0,'0'
5975,20140220,'Male',19680809,47,'Greater than 45','Caucasian',0,1,0,0,2,-1.0,20140219.0,20140221.0,20140219.0,20129338.55233069,1.0,'F','Dealing in Stolen Property',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140220,'Risk of Violence',2,'Low',20140220,20140219.0,20140221.0,2,1,771,0,'0'
5976,20140320,'Male',19880204,28,'25 - 45','Caucasian',0,1,0,0,1,-21.0,20140227.0,20140227.0,20140226.0,20129338.55233069,22.0,'F','Possession of Cocaine',1,'(M1)',0.0,20150210.0,'Petit Theft $100- $300',20150210.0,20150211.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140320,'Risk of Violence',2,'Low',20140320,20150210.0,20150211.0,1,0,327,1,'1'
5977,20141204,'Male',19950324,21,'Less than 25','African-American',0,10,0,1,1,117.0,20150331.0,20150512.0,20141203.0,20129338.55233069,1.0,'F','Burglary Conveyance Unoccup',1,'(M1)',1.0,20150619.0,'Resist/Obstruct W/O Violence',20150620.0,20150623.0,nan,0,'(M1)','Risk of Recidivism',10,'High',20141204,'Risk of Violence',9,'High',20141204,20150331.0,20150512.0,1,0,117,0,'1'
5978,20130810,'Male',19880312,28,'25 - 45','African-American',0,8,0,0,5,-1.0,20130809.0,20130913.0,20130808.0,20129338.55233069,2.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20130810,'Risk of Violence',4,'Low',20130810,20131126.0,20140227.0,5,34,108,0,'0'
5981,20140603,'Female',19710519,44,'25 - 45','Caucasian',0,1,0,0,1,0.0,20140603.0,20140609.0,20140602.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',0.0,20150725.0,'Lve/Scen/Acc/Veh/Prop/Damage',20150725.0,20150726.0,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140603,'Risk of Violence',1,'Low',20140603,20150725.0,20150726.0,1,6,417,1,'1'
5982,20130508,'Male',19900515,25,'25 - 45','African-American',0,4,0,0,0,0.0,20130508.0,20130511.0,20130507.0,20129338.55233069,1.0,'F','Felony Battery (Dom Strang)',1,'(M2)',20.269430051813472,20140809.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130508,'Risk of Violence',3,'Low',20130508,20130508.0,20130511.0,0,3,458,1,'1'
5984,20140212,'Male',19810723,34,'25 - 45','African-American',0,2,0,0,4,-1.0,20140211.0,20140212.0,20140211.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140212,'Risk of Violence',2,'Low',20140212,20140211.0,20140212.0,4,0,779,0,'0'
5985,20130222,'Male',19510330,65,'Greater than 45','Caucasian',0,1,0,0,0,0.0,20130222.0,20130223.0,20130222.0,20129338.55233069,0.0,'M','DUI Property Damage/Injury',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130222,'Risk of Violence',1,'Low',20130222,20130315.0,20130407.0,0,1,21,0,'0'
5987,20130205,'Male',19820616,33,'25 - 45','Caucasian',0,6,0,0,5,0.0,20130205.0,20130604.0,20130204.0,20129338.55233069,1.0,'F','Driving While License Revoked',1,'(M2)',20.269430051813472,20140706.0,'Fail Register Vehicle',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130205,'Risk of Violence',6,'Medium',20130205,20130205.0,20130604.0,5,119,516,1,'1'
5988,20130324,'Female',19920729,23,'Less than 25','Caucasian',0,3,0,0,0,-1.0,20130323.0,20130324.0,20130323.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130324,'Risk of Violence',3,'Low',20130324,20130323.0,20130324.0,0,0,1104,0,'0'
5989,20140127,'Female',19710701,44,'25 - 45','Caucasian',0,1,0,0,0,-2.0,20140125.0,20140126.0,20140125.0,20129338.55233069,2.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140127,'Risk of Violence',1,'Low',20140127,20140125.0,20140126.0,0,0,795,0,'0'
5990,20130306,'Male',19940910,21,'Less than 25','Hispanic',1,8,0,0,1,88.0,20130602.0,20141111.0,20132323.86044592,20120419.0,321.0,'F','arrest case no charge',1,'(F3)',1.0,20130601.0,'Resist Officer w/Violence',20130602.0,20141111.0,nan,1,'(F3)','Risk of Recidivism',8,'High',20130306,'Risk of Violence',9,'High',20130306,20150630.0,20150808.0,1,0,87,1,'1'
5992,20130122,'Male',19910816,24,'Less than 25','African-American',0,3,0,0,1,-1.0,20130121.0,20130122.0,20130121.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130122,'Risk of Violence',5,'Medium',20130122,20130121.0,20130122.0,1,0,1165,0,'0'
5993,20131201,'Male',19640930,51,'Greater than 45','Caucasian',0,2,0,0,1,-1.0,20131130.0,20131201.0,20131130.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20131201,'Risk of Violence',1,'Low',20131201,20131130.0,20131201.0,1,0,852,0,'0'
5994,20130421,'Female',19950323,21,'Less than 25','African-American',0,8,0,0,0,-1.0,20130420.0,20130422.0,20130420.0,20129338.55233069,1.0,'F','Battery on Law Enforc Officer',1,'(M2)',0.0,20140524.0,'Trespass Struct/Conveyance',20140524.0,20140525.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20130421,'Risk of Violence',7,'Medium',20130421,20140524.0,20140525.0,0,1,398,1,'1'
5995,20130917,'Male',19770416,39,'25 - 45','Caucasian',0,6,0,0,6,-1.0,20130916.0,20130917.0,20132323.86044592,20130916.0,1.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130917,'Risk of Violence',2,'Low',20130917,20130916.0,20130917.0,6,0,927,0,'0'
5996,20141007,'Male',19870312,29,'25 - 45','African-American',0,8,0,0,29,-1.0,20141006.0,20141011.0,20141006.0,20129338.55233069,1.0,'F','Poss Contr Subst W/o Prescript',1,'(F3)',0.0,20141011.0,'Possession of Cocaine',20141011.0,20141218.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20141007,'Risk of Violence',9,'High',20141007,20141011.0,20141218.0,29,4,4,1,'1'
5997,20131203,'Male',19910714,24,'Less than 25','Caucasian',0,6,0,0,1,-5.0,20131128.0,20131129.0,20131128.0,20129338.55233069,5.0,'F','Aggravated Assault W/Dead Weap',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20131203,'Risk of Violence',4,'Low',20131203,20131128.0,20131129.0,1,0,850,0,'0'
6000,20130111,'Female',19921007,23,'Less than 25','African-American',0,5,0,0,0,-1.0,20130110.0,20130112.0,20130110.0,20129338.55233069,1.0,'F','Possession Burglary Tools',1,'(M1)',20.269430051813472,20131217.0,'Possess Cannabis/20 Grams Or Less',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',5,'Medium',20130111,'Risk of Violence',5,'Medium',20130111,20130110.0,20130112.0,0,1,340,1,'1'
6001,20140827,'Male',19840703,31,'25 - 45','African-American',0,10,0,2,11,0.0,20140827.0,20140827.0,20140826.0,20129338.55233069,1.0,'F','Poss Pyrrolidinovalerophenone',1,'(M1)',0.0,20150908.0,'Possess Cannabis/20 Grams Or Less',20150908.0,20150909.0,nan,1,'(M1)','Risk of Recidivism',10,'High',20140827,'Risk of Violence',7,'Medium',20140827,20150908.0,20150909.0,11,0,377,1,'1'
6002,20131223,'Female',19801031,35,'25 - 45','African-American',0,2,0,0,0,-1.0,20131222.0,20131223.0,20131222.0,20129338.55233069,1.0,'M','Petit Theft $100- $300',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20131223,'Risk of Violence',1,'Low',20131223,20131222.0,20131223.0,0,0,830,0,'0'
6004,20131207,'Male',19850824,30,'25 - 45','Other',0,1,0,0,0,-1.0,20131206.0,20131207.0,20131206.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131207,'Risk of Violence',1,'Low',20131207,20131206.0,20131207.0,0,0,846,0,'0'
6005,20131031,'Male',19811021,34,'25 - 45','Caucasian',0,7,0,0,8,-104.0,20130719.0,20130926.0,20130719.0,20129338.55233069,104.0,'F','Possession of Cocaine',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20131031,'Risk of Violence',4,'Low',20131031,20151105.0,20151106.0,8,0,735,0,'0'
6006,20130805,'Female',19760526,39,'25 - 45','African-American',0,6,0,0,4,-3.0,20130802.0,20130805.0,20130802.0,20129338.55233069,3.0,'F','Aggravated Assault W/Dead Weap',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',6,'Medium',20130805,'Risk of Violence',1,'Low',20130805,20150706.0,20150707.0,4,0,700,0,'0'
6009,20131021,'Male',19860919,29,'25 - 45','African-American',0,2,0,0,6,702.0,20150923.0,20150928.0,20130822.0,20129338.55233069,60.0,'M','Felony Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20131021,'Risk of Violence',2,'Low',20131021,20150923.0,20150928.0,6,0,702,0,'0'
6010,20131006,'Male',19650325,51,'Greater than 45','Caucasian',0,1,0,0,0,-1.0,20131005.0,20131006.0,20131005.0,20129338.55233069,1.0,'M','Driving Under The Influence',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131006,'Risk of Violence',1,'Low',20131006,20131005.0,20131006.0,0,0,908,0,'0'
6011,20130516,'Male',19930909,22,'Less than 25','Caucasian',0,7,0,1,1,-1.0,20130515.0,20140107.0,20132323.86044592,20130512.0,4.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',7,'Medium',20130516,'Risk of Violence',5,'Medium',20130516,20130515.0,20140107.0,1,236,1051,0,'0'
6013,20131108,'Male',19860905,29,'25 - 45','Caucasian',0,2,0,0,2,-24.0,20131015.0,20131107.0,20132323.86044592,20131015.0,24.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20131108,'Risk of Violence',3,'Low',20131108,20131015.0,20131107.0,2,0,875,0,'0'
6014,20140409,'Male',19801119,35,'25 - 45','Caucasian',0,8,0,0,8,-259.0,20130724.0,20140402.0,20132323.86044592,20130724.0,259.0,'F','arrest case no charge',1,'(M2)',0.0,20160109.0,'Prowling/Loitering',20160109.0,20160202.0,nan,0,'(M1)','Risk of Recidivism',8,'High',20140409,'Risk of Violence',4,'Low',20140409,20160109.0,20160202.0,8,0,640,1,'1'
6019,20130219,'Male',19830513,32,'25 - 45','Caucasian',0,2,0,0,6,-1.0,20130218.0,20130221.0,20130218.0,20129338.55233069,1.0,'F','Attempted Burg/Convey/Unocc',1,'(F3)',42.0,20130412.0,'Grand Theft In The 3Rd Degree',20130524.0,20140119.0,nan,0,'(M1)','Risk of Recidivism',2,'Low',20130219,'Risk of Violence',3,'Low',20130219,20130218.0,20130221.0,6,2,52,1,'1'
6021,20130319,'Male',19830409,33,'25 - 45','Caucasian',0,4,0,0,3,-16.0,20130303.0,20130315.0,20130303.0,20129338.55233069,16.0,'M','Battery',1,'(F3)',20.269430051813472,20130607.0,'Felony Battery w/Prior Convict',20142328.04015544,20143381.623488773,nan,1,'(F3)','Risk of Recidivism',4,'Low',20130319,'Risk of Violence',3,'Low',20130319,20150923.0,20151015.0,3,0,80,1,'1'
6022,20140309,'Male',19580202,58,'Greater than 45','Caucasian',0,3,0,0,5,-1.0,20140308.0,20140309.0,20140308.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F3)',0.0,20140331.0,'Grand Theft in the 3rd Degree',20140331.0,20150519.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20140309,'Risk of Violence',1,'Low',20140309,20140331.0,20150519.0,5,0,22,1,'1'
6023,20130221,'Male',19620209,54,'Greater than 45','Other',0,1,0,0,0,-1.0,20130220.0,20130320.0,20130220.0,20129338.55233069,1.0,'F','Aggravated Assault',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20130221,'Risk of Violence',1,'Low',20130221,20130220.0,20130320.0,0,27,1135,0,'0'
6024,20140305,'Male',19850628,30,'25 - 45','African-American',0,2,0,0,3,-166.0,20130920.0,20130921.0,20130920.0,20129338.55233069,166.0,'F','Driving While License Revoked',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',2,'Low',20140305,'Risk of Violence',2,'Low',20140305,20150625.0,20150706.0,3,0,477,0,'0'
6027,20130509,'Male',19820908,33,'25 - 45','African-American',0,9,0,0,2,-1.0,20130508.0,20130605.0,20130504.0,20129338.55233069,5.0,'F','Robbery W/Firearm',1,'(M2)',0.0,20150603.0,'Trespass Struct/Conveyance',20150603.0,20150703.0,nan,0,'(M1)','Risk of Recidivism',9,'High',20130509,'Risk of Violence',5,'Medium',20130509,20150603.0,20150703.0,2,27,755,1,'1'
6029,20130306,'Male',19910819,24,'Less than 25','African-American',0,3,0,0,0,63.0,20130508.0,20130518.0,20130305.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(F3)',0.0,20130508.0,'Grand Theft in the 3rd Degree',20130508.0,20130518.0,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130306,'Risk of Violence',5,'Medium',20130306,20130508.0,20130518.0,0,0,63,1,'1'
6030,20131001,'Male',19680319,48,'Greater than 45','African-American',0,4,0,0,10,0.0,20131001.0,20140325.0,20131001.0,20129338.55233069,0.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20131001,'Risk of Violence',1,'Low',20131001,20131001.0,20140325.0,10,175,913,0,'0'
6032,20131124,'Male',19921011,23,'Less than 25','African-American',0,8,0,0,0,-1.0,20131123.0,20131126.0,20131123.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20131124,'Risk of Violence',7,'Medium',20131124,20131123.0,20131126.0,0,2,859,0,'0'
6034,20130919,'Male',19930409,23,'Less than 25','Caucasian',0,7,0,0,2,-1.0,20130918.0,20131003.0,20130918.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',1,'(M2)',1.0,20141218.0,'Lve/Scen/Acc/Veh/Prop/Damage',20141219.0,20150129.0,nan,1,'(F1)','Risk of Recidivism',7,'Medium',20130919,'Risk of Violence',6,'Medium',20130919,20131017.0,20131018.0,2,14,28,0,'1'
6035,20131013,'Male',19680809,47,'Greater than 45','Asian',0,1,0,0,1,0.0,20131013.0,20131014.0,20131012.0,20129338.55233069,1.0,'M','Battery',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20131013,'Risk of Violence',1,'Low',20131013,20131205.0,20131206.0,1,1,53,0,'0'
6036,20130502,'Male',19940614,21,'Less than 25','Other',0,4,0,0,0,-1.0,20130501.0,20130503.0,20130501.0,20129338.55233069,1.0,'F','Grand Theft in the 3rd Degree',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130502,'Risk of Violence',6,'Medium',20130502,20141020.0,20141024.0,0,1,536,0,'0'
6040,20140915,'Male',19860910,29,'25 - 45','African-American',0,9,0,0,0,-1.0,20140914.0,20140916.0,20140914.0,20129338.55233069,1.0,'M','Battery',1,'(M2)',20.269430051813472,20141126.0,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',9,'High',20140915,'Risk of Violence',10,'High',20140915,20140914.0,20140916.0,0,1,72,1,'1'
6041,20140225,'Male',19671205,48,'Greater than 45','Caucasian',0,1,0,0,2,-1.0,20140224.0,20140225.0,20132323.86044592,20140224.0,1.0,'F','arrest case no charge',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',1,'Low',20140225,'Risk of Violence',1,'Low',20140225,20140224.0,20140225.0,2,0,766,0,'0'
6042,20130208,'Male',19781219,37,'25 - 45','Caucasian',0,4,0,0,4,-1.0,20130207.0,20130501.0,20130207.0,20129338.55233069,1.0,'M','Battery',1,'(F3)',0.0,20130909.0,'Possession of Cocaine',20130909.0,20130911.0,nan,0,'(M1)','Risk of Recidivism',4,'Low',20130208,'Risk of Violence',4,'Low',20130208,20130909.0,20130911.0,4,82,213,1,'1'
6043,20130328,'Male',19660328,50,'Greater than 45','Caucasian',0,3,0,0,3,-1.0,20130327.0,20130410.0,20130327.0,20129338.55233069,1.0,'F','Felony Battery (Dom Strang)',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20130328,'Risk of Violence',1,'Low',20130328,20130327.0,20130410.0,3,13,1100,0,'0'
6044,20141109,'Male',19960526,19,'Less than 25','African-American',0,8,0,0,3,-1.0,20141108.0,20141110.0,20141108.0,20129338.55233069,1.0,'F','Burglary Dwelling Armed',1,'(F3)',20.269430051813472,20150109.0,'Grand Theft in the 3rd Degree',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',8,'High',20141109,'Risk of Violence',8,'High',20141109,20150107.0,20150926.0,3,1,61,1,'1'
6045,20131209,'Male',19770109,39,'25 - 45','Caucasian',0,3,0,0,2,3.304763283625308,20133664.740987405,20134070.9431012,20101108.0,20129338.55233069,1127.0,'M','Opert With Susp DL 2ND Offense',0,'(M1)',20.269430051813472,20142419.57562662,'Driving License Suspended',20142328.04015544,20143381.623488773,nan,0,'(M1)','Risk of Recidivism',3,'Low',20131209,'Risk of Violence',1,'Low',20131209,20136526.64402408,20137681.66408713,2,0,844,0,'0'
