,dataset,alg,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
168,longsquare_y,kmodes,12.0,,,1000.0,20.0,0.1179811954498291,-0.1895,1.4164,0.7802,0.1824,0.0005,0.0225,0.0007,0.0239,0.0126,0.2366,0.0239,0.4027,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
169,longsquare_y,pyc_xmeans,,,,100.0,20.0,0.0064256191253662,0.5523,2444.4899,0.6709,0.965,0.8646,1.719,0.9006,0.9016,0.9594,0.8504,0.9016,0.8887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,,,,,,,,,,,,,
170,longsquare_y,skl_DBSCAN,,,,100.0,20.0,0.004920482635498,0.1235,308.144,2.1906,0.9608,0.8444,1.7293,0.8468,0.8526,0.9652,0.7635,0.8526,0.8739,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
171,longsquare_y,skl_OPTICS,,,,inf,20.0,1.6790847778320312,0.0398,153.3475,1.2583,0.7956,0.3956,1.1349,0.6382,0.6436,0.6334,0.6541,0.6436,0.5303,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
172,longsquare_y,skl_agglomerativeClust,10.0,,,100.0,20.0,0.008202314376831,0.542,2063.2692,0.6237,0.9675,0.874,1.7617,0.9136,0.9148,0.9833,0.8552,0.9148,0.8969,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
173,longsquare_y,skl_birch,6.0,,,100.0,20.0,0.0137581825256347,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
174,longsquare_y,skl_bis_kmeans,8.0,,,1000.0,20.0,0.1025435924530029,0.5481,2419.9951,0.7045,0.9689,0.8792,1.7588,0.9212,0.922,0.9817,0.8691,0.922,0.9013,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,longsquare_y,skl_kmeans,8.0,,,1000.0,20.0,0.0766420364379882,0.5519,2490.4992,0.6441,0.9613,0.85,1.6907,0.8854,0.8866,0.9437,0.8361,0.8866,0.8763,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,sset1_y,CLTree,,,,,,113.04919695854188,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,20.0,,
177,sset1_y,CenterParTree2,,,,inf,20.0,31.13562250137329,0.6079,8994.465,0.4969,0.9682,0.7822,2.33,0.9048,0.9054,0.8608,0.9549,0.9054,0.8089,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,4.0,12.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
178,sset1_y,ExKMC,12.0,12.0,IMM,100.0,20.0,0.1045093536376953,0.6271,9358.2739,0.4639,0.9703,0.7981,2.3712,0.9222,0.9226,0.876,0.9745,0.9226,0.8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,sset1_y,ImpurityParTree2,,,,100.0,20.0,1.2979822158813477,0.3744,2540.3578,1.4038,0.9536,0.6565,2.1388,0.8058,0.8073,0.7901,0.8253,0.8073,0.6837,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,10.0,15.0,0.2,,,,,,,,gini,mape,,,,,,,,,,,,
180,sset1_y,PrincipalParTree,,,,inf,20.0,0.1052191257476806,0.676,16818.6282,0.4053,0.9922,0.9373,2.583,0.9546,0.955,0.9543,0.9557,0.955,0.9415,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,8.0,15.0,0.0,,,,,,,,,,,,,,2.0,False,0.0,,,,,
181,sset1_y,ShallowTree,12.0,,,inf,20.0,0.4762558937072754,0.6347,10441.3453,0.4659,0.9732,0.8168,2.4073,0.9357,0.9361,0.8893,0.9881,0.9361,0.8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
182,sset1_y,VarianceParTree,,,,100.0,20.0,0.790306568145752,0.4502,5764.2897,0.7236,0.954,0.6933,2.1633,0.8465,0.8474,0.7992,0.9018,0.8474,0.7294,,,,,,,,,,,,,50.0,3.0,,,,,,,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
183,sset1_y,kmeans+dt,12.0,,,1000.0,20.0,0.486858606338501,0.431,4272.4937,0.6843,0.9219,0.5906,2.0552,0.8562,0.8571,0.7593,0.9838,0.8571,0.6743,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
184,sset1_y,kmodes,12.0,,,100.0,20.0,0.6257760524749756,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
185,sset1_y,pyc_xmeans,,,,inf,20.0,0.0370793342590332,0.7117,22674.4423,0.365,0.9994,0.9954,2.6936,0.9951,0.9951,0.9951,0.9951,0.9951,0.9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,,,,,,,,,,,,,,
186,sset1_y,skl_DBSCAN,,,,inf,20.0,0.0188677310943603,0.6788,5615.6064,1.553,0.994,0.9502,2.6134,0.9549,0.9553,0.9655,0.9452,0.9553,0.9537,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
187,sset1_y,skl_OPTICS,,,,inf,20.0,10.281723499298096,0.2184,10.396,1.1988,0.8999,0.0066,2.1729,0.2527,0.483,0.8028,0.3454,0.483,0.0577,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
188,sset1_y,skl_agglomerativeClust,12.0,,,inf,20.0,0.3702285289764404,0.6329,10537.4963,0.5036,0.9735,0.819,2.414,0.9383,0.9387,0.8918,0.9907,0.9387,0.8439,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
189,sset1_y,skl_birch,12.0,,,1000.0,20.0,0.0663919448852539,0.6125,9824.451,0.4851,0.9698,0.7933,2.3578,0.9159,0.9164,0.871,0.9668,0.9164,0.8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
190,sset1_y,skl_bis_kmeans,12.0,,,inf,20.0,0.6968793869018555,0.6249,9278.801,0.4606,0.9708,0.8006,2.3693,0.9207,0.9212,0.8753,0.9721,0.9212,0.8265,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,sset1_y,skl_kmeans,12.0,,,1000.0,20.0,0.4202208518981933,0.6362,10504.451,0.4647,0.9735,0.8193,2.4144,0.9385,0.9389,0.892,0.9911,0.9389,0.8442,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,sset2_y,CLTree,,,,,,122.8464503288269,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,10.0,,
193,sset2_y,CenterParTree2,,,,inf,20.0,31.34427547454834,0.4888,6184.1734,0.6586,0.9606,0.7228,2.1962,0.8487,0.8496,0.8113,0.8918,0.8496,0.7504,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,4.0,12.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
194,sset2_y,ExKMC,12.0,12.0,IMM,inf,20.0,0.1046385765075683,0.5242,7648.663,0.6344,0.9631,0.7422,2.2365,0.8656,0.8664,0.8261,0.9109,0.8664,0.7694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,sset2_y,ImpurityParTree2,,,,inf,20.0,54.61160707473755,-0.109,756.3204,1.5243,0.888,0.4052,1.6216,0.668,0.6705,0.599,0.7612,0.6705,0.4913,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,10.0,15.0,0.2,,,,,,,,gini,mape,,,,,,,,,,,,
196,sset2_y,PrincipalParTree,,,,inf,20.0,0.1057209968566894,0.4482,5438.8566,0.8802,0.9627,0.7098,2.2264,0.8275,0.8288,0.8224,0.8353,0.8288,0.7302,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,12.0,15.0,0.0,,,,,,,,,,,,,,2.0,False,2.0,,,,,
197,sset2_y,ShallowTree,12.0,,,1000.0,20.0,0.5758533477783203,0.5439,8393.1822,0.5854,0.9643,0.7527,2.2575,0.8752,0.876,0.8339,0.9224,0.876,0.7804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,
198,sset2_y,VarianceParTree,,,,inf,20.0,35.35202956199646,0.3451,4392.9052,0.8878,0.9393,0.6132,2.0116,0.7965,0.7978,0.7431,0.8612,0.7978,0.6609,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
199,sset2_y,kmeans+dt,12.0,,,1000.0,20.0,0.731027364730835,0.2367,3831.1131,0.9258,0.9361,0.6167,2.0552,0.8223,0.8237,0.7592,0.9002,0.8237,0.6738,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
200,sset2_y,kmodes,12.0,,,100.0,20.0,0.6311075687408447,-0.5316,1.0337,6.1555,0.0742,0.0,0.0095,0.0003,0.0069,0.0035,0.2452,0.0069,0.257,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
201,sset2_y,pyc_xmeans,,,,1000.0,20.0,0.1048424243927002,0.6263,13464.5336,0.4651,0.9948,0.9581,2.6105,0.9641,0.9643,0.9643,0.9643,0.9643,0.9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18.0,,,,,,,,,,,,,,
202,sset2_y,skl_DBSCAN,,,,1000.0,20.0,0.0169627666473388,0.5026,2233.3968,1.837,0.9605,0.7197,2.2847,0.8642,0.8652,0.844,0.8875,0.8652,0.7466,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
203,sset2_y,skl_OPTICS,,,,inf,20.0,9.939631938934326,0.2373,10.2543,1.3701,0.9044,0.0069,2.2071,0.2543,0.4856,0.8153,0.3458,0.4856,0.0547,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
204,sset2_y,skl_agglomerativeClust,12.0,,,1000.0,20.0,0.3698537349700928,0.5392,7765.8344,0.574,0.9678,0.7809,2.3278,0.9052,0.9058,0.8599,0.9569,0.9058,0.8088,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
205,sset2_y,skl_birch,12.0,,,inf,20.0,0.0664470195770263,0.5112,6711.2205,0.6274,0.9563,0.712,2.1881,0.8601,0.861,0.8083,0.921,0.861,0.7488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
206,sset2_y,skl_bis_kmeans,12.0,,,inf,20.0,0.7616417407989502,0.5538,7764.3272,0.5807,0.9642,0.7532,2.2569,0.8755,0.8763,0.8337,0.9235,0.8763,0.7813,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,sset2_y,skl_kmeans,12.0,,,1000.0,20.0,0.6317992210388184,0.5622,8931.7631,0.5712,0.9674,0.7731,2.3034,0.8922,0.8929,0.8509,0.9393,0.8929,0.7987,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,tetra_y,CLTree,,,,,,1.515669584274292,-0.3621,7.2747,7.3246,0.6892,0.0629,0.8217,0.3662,0.4065,0.5927,0.3093,0.4065,0.2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
209,tetra_y,CenterParTree2,,,,100.0,20.0,0.2110869884490966,0.4994,408.496,0.6788,0.9876,0.9667,1.3195,0.9516,0.952,0.9518,0.9521,0.952,0.9749,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,8.0,4.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
210,tetra_y,ExKMC,4.0,12.0,IMM,100.0,20.0,0.0105054378509521,0.5058,418.4532,0.664,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,tetra_y,ImpurityParTree2,,,,100.0,20.0,1.4598634243011477,-0.1616,35.6626,1.9077,0.6897,0.2546,0.6143,0.4151,0.4335,0.4431,0.4244,0.4335,0.472,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,12.0,12.0,0.2,,,,,,,,entropy,mape,,,,,,,,,,,,
212,tetra_y,PrincipalParTree,,,,1000.0,20.0,0.0319938659667968,0.3972,316.6785,0.9939,0.9709,0.9203,1.336,0.9264,0.9272,0.9637,0.8933,0.9272,0.94,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,3.0,8.0,0.0,,,,,,,,,,,,,,3.0,False,5.0,,,,,
213,tetra_y,ShallowTree,4.0,,,100.0,20.0,0.0761675834655761,0.5058,418.4532,0.664,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
214,tetra_y,VarianceParTree,,,,100.0,20.0,0.3417248725891113,0.1449,134.3669,1.5958,0.8084,0.4474,0.8215,0.5327,0.5387,0.5926,0.4937,0.5387,0.5723,,,,,,,,,,,,,5.0,3.0,,,,,,,8.0,6.0,0.2,,,,,,,,,,,,,,,,,,,,,
215,tetra_y,kmeans+dt,8.0,,,100.0,20.0,0.0818400382995605,0.3433,295.6044,1.3592,0.9373,0.8166,1.3863,0.8875,0.8889,1.0,0.8,0.8889,0.8646,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
216,tetra_y,kmodes,2.0,,,inf,20.0,0.0302951335906982,-0.067,0.0528,15.8492,0.258,-0.0001,0.0,-0.0066,0.0,0.0,0.0,0.0,0.4931,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
217,tetra_y,pyc_xmeans,,,,100.0,20.0,0.0027697086334228,0.5058,418.4532,0.664,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,
218,tetra_y,skl_DBSCAN,,,,inf,20.0,0.0056381225585937,0.3791,204.6347,1.045,0.8747,0.7127,1.0397,0.8562,0.8571,0.75,1.0,0.8571,0.8151,,,,,,,,auto,,,,,,,,,,,,,,,,0.1,2.0,cosine,4.0,,,,,,,,,,,,,,,,,
219,tetra_y,skl_OPTICS,,,,100.0,20.0,0.7294113636016846,0.3622,192.4889,1.0643,0.8562,0.6729,0.981,0.8106,0.8118,0.7076,0.9518,0.8118,0.7887,,,,,,,,auto,,,,,,,,,,,,,,,,,10.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
220,tetra_y,skl_agglomerativeClust,4.0,,,inf,20.0,0.0015606880187988,0.5058,418.4532,0.664,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,single,,,,,,,,,,,,,,,,
221,tetra_y,skl_birch,4.0,,,inf,20.0,0.0067870616912841,0.5047,416.91,0.6674,0.9975,0.9933,1.3723,0.9898,0.9899,0.9899,0.9899,0.9899,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
222,tetra_y,skl_bis_kmeans,4.0,,,1000.0,20.0,0.0772309303283691,0.4701,361.3901,0.7126,0.9611,0.8959,1.1939,0.8602,0.8613,0.8612,0.8614,0.8613,0.9217,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,tetra_y,skl_kmeans,4.0,,,100.0,20.0,0.0754473209381103,0.5058,418.4532,0.664,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,triangle1_y,CLTree,,,,,,6.965958118438721,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,,
225,triangle1_y,CenterParTree2,,,,100.0,20.0,0.2848834991455078,0.7476,6395.6061,0.4259,0.9912,0.9762,1.3863,0.9762,0.9763,1.0,0.9538,0.9763,0.9822,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,3.0,8.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
226,triangle1_y,ExKMC,4.0,6.0,NONE,100.0,20.0,0.0095500946044921,0.7834,6469.6034,0.3655,0.995,0.9868,1.3617,0.9822,0.9823,0.9822,0.9823,0.9823,0.9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,triangle1_y,ImpurityParTree2,,,,100.0,20.0,0.5911178588867188,0.4532,2863.603,0.7936,0.9725,0.9248,1.3269,0.9103,0.911,0.9572,0.8692,0.911,0.9435,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,6.0,8.0,0.0,,,,,,,,me,mape,,,,,,,,,,,,
228,triangle1_y,PrincipalParTree,,,,inf,20.0,0.0189228057861328,0.7694,5454.9701,0.3857,0.993,0.9814,1.35,0.9738,0.9739,0.9738,0.9739,0.9739,0.986,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,12.0,4.0,0.2,,,,,,,,,,,,,,2.0,False,5.0,,,,,
229,triangle1_y,ShallowTree,4.0,,,1000.0,20.0,0.0157387256622314,0.7832,6305.5516,0.3684,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
230,triangle1_y,VarianceParTree,,,,100.0,20.0,0.2782623767852783,0.6652,4172.5729,0.5582,0.9479,0.8541,1.3067,0.8757,0.8763,0.9426,0.8188,0.8763,0.8902,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,6.0,0.1,,,,,,,,,,,,,,,,,,,,,
231,triangle1_y,kmeans+dt,8.0,,,100.0,20.0,0.0431320667266845,0.7115,5481.1842,0.4386,0.9943,0.9846,1.3863,0.9829,0.9829,1.0,0.9664,0.9829,0.9885,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
232,triangle1_y,kmodes,12.0,,,inf,20.0,0.1299378871917724,-0.6534,1.3574,1.3637,0.2633,0.0001,0.0181,0.0025,0.0243,0.0131,0.1702,0.0243,0.4923,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
233,triangle1_y,pyc_xmeans,,,,100.0,20.0,0.0063939094543457,0.7838,6612.9394,0.3618,0.9911,0.9763,1.3441,0.9696,0.9697,0.9696,0.9698,0.9697,0.9822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,
234,triangle1_y,skl_DBSCAN,,,,1000.0,20.0,0.0073652267456054,0.7832,6305.5516,0.3684,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,auto,,,,,,,,,,,,,,,,0.5,5.0,euclidean,4.0,,,,,,,,,,,,,,,,,
235,triangle1_y,skl_OPTICS,,,,1000.0,20.0,1.8222734928131104,-0.2361,225.9831,1.4131,0.6773,0.3427,0.6783,0.5639,0.5667,0.4893,0.6733,0.5667,0.5893,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
236,triangle1_y,skl_agglomerativeClust,4.0,,,1000.0,20.0,0.00584077835083,0.7832,6305.5516,0.3684,1.0,1.0,1.3863,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
237,triangle1_y,skl_birch,4.0,,,inf,20.0,0.0150947570800781,0.7836,6383.0014,0.3671,0.999,0.9973,1.3798,0.9953,0.9953,0.9953,0.9953,0.9953,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
238,triangle1_y,skl_bis_kmeans,6.0,,,1000.0,20.0,0.0828168392181396,0.7301,9165.6215,0.5208,0.959,0.8843,1.3798,0.9079,0.9084,0.9953,0.8354,0.9084,0.9141,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,triangle1_y,skl_kmeans,4.0,,,100.0,20.0,0.0601212978363037,0.7838,6612.9394,0.3618,0.9911,0.9763,1.3441,0.9696,0.9697,0.9696,0.9698,0.9697,0.9822,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,triangle2_y,CLTree,,,,,,6.305047512054443,-0.496,8.7815,18.8235,0.4935,0.0377,0.3252,0.252,0.2651,0.2541,0.2771,0.2651,0.4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,30.0,,
241,triangle2_y,CenterParTree2,,,,100.0,20.0,0.2915256023406982,0.5559,2116.6391,0.607,0.9571,0.8945,1.2132,0.8973,0.8978,0.9479,0.8527,0.8978,0.9258,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,3.0,12.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
242,triangle2_y,ExKMC,4.0,6.0,IMM,1000.0,20.0,0.0071656703948974,0.6293,2268.6716,0.4931,0.9907,0.9777,1.2382,0.9659,0.966,0.9675,0.9646,0.966,0.9844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,triangle2_y,ImpurityParTree2,,,,100.0,20.0,0.5815110206604004,0.2725,1146.9316,0.95,0.9227,0.8052,1.1892,0.8204,0.8217,0.9292,0.7366,0.8217,0.8622,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,8.0,8.0,0.0,,,,,,,,entropy,mape,,,,,,,,,,,,
244,triangle2_y,PrincipalParTree,,,,inf,20.0,0.0266585350036621,0.4978,1789.4019,0.6969,0.9585,0.8976,1.2366,0.906,0.9065,0.9662,0.8538,0.9065,0.9282,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,3.0,10.0,0.1,,,,,,,,,,,,,,1.0,False,0.0,,,,,
245,triangle2_y,ShallowTree,4.0,,,inf,20.0,0.0170302391052246,0.627,2229.0174,0.4864,0.9881,0.9716,1.2198,0.953,0.9532,0.9531,0.9533,0.9532,0.9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,
246,triangle2_y,VarianceParTree,,,,100.0,20.0,0.1841225624084472,0.3928,752.1308,0.7322,0.8142,0.6006,0.8655,0.7406,0.7416,0.6762,0.821,0.7416,0.749,,,,,,,,,,,,,50.0,30.0,,,,,,,2.0,8.0,0.1,,,,,,,,,,,,,,,,,,,,,
247,triangle2_y,kmeans+dt,4.0,,,100.0,20.0,0.0137481689453125,0.6261,2206.0007,0.4903,0.9873,0.9697,1.2161,0.9499,0.95,0.9502,0.9499,0.95,0.9788,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
248,triangle2_y,kmodes,12.0,,,inf,20.0,0.1311960220336914,0.1088,2.9047,0.554,0.317,0.013,0.0259,0.0176,0.0379,0.0202,0.2979,0.0379,0.5493,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
249,triangle2_y,pyc_xmeans,,,,inf,20.0,0.0085310935974121,0.6343,2359.9088,0.4882,0.9807,0.9538,1.2053,0.9375,0.9377,0.9417,0.9337,0.9377,0.9676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,,,,,,,,,,,,,,
250,triangle2_y,skl_DBSCAN,,,,inf,20.0,0.0064210891723632,0.6169,1659.7393,2.5041,0.9845,0.9626,1.2499,0.9494,0.9497,0.9766,0.9242,0.9497,0.9738,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,10.0,euclidean,4.0,,,,,,,,,,,,,,,,,
251,triangle2_y,skl_OPTICS,,,,1000.0,20.0,1.8350920677185056,0.6117,1660.7611,1.3132,0.9808,0.9535,1.2287,0.9335,0.9338,0.96,0.909,0.9338,0.9674,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
252,triangle2_y,skl_agglomerativeClust,4.0,,,inf,20.0,0.0124561786651611,0.6299,2268.1165,0.4839,0.9917,0.9801,1.2486,0.9762,0.9763,0.9756,0.977,0.9763,0.9861,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,average,,,,,,,,,,,,,,,,
253,triangle2_y,skl_birch,6.0,,,1000.0,20.0,0.0148670673370361,0.5539,2305.032,0.6727,0.9124,0.7724,1.2667,0.8722,0.8729,0.9897,0.7808,0.8729,0.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
254,triangle2_y,skl_bis_kmeans,4.0,,,inf,20.0,0.0724489688873291,0.6112,2102.3592,0.5015,0.9296,0.8308,1.1002,0.854,0.8545,0.8596,0.8494,0.8545,0.8808,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
